zipcode,price,sqft_lot,lat,long,avg_income,total_pop,state
98002,219950.0,6601,47.3115,-122.209,50171.24925283921,16730,WA
98006,659500.0,18362,47.5646,-122.184,195929.04411764705,19040,WA
98008,746000.0,8190,47.6269,-122.1,156355.4321966693,12610,WA
98052,540000.0,7129,47.7219,-122.102,167832.9569093611,33650,WA
98133,485000.0,5508,47.7074,-122.349,77434.52474469757,25460,WA
98126,202000.0,7844,47.5165,-122.372,103219.01944209637,11830,WA
98006,2525000.0,45100,47.5547,-122.144,195929.04411764705,19040,WA
98028,502000.0,11200,47.7728,-122.253,119463.84615384616,11700,WA
98001,279000.0,10534,47.2773,-122.276,76875.8559622196,16940,WA
98103,409500.0,4120,47.6916,-122.352,126559.61222477816,30430,WA
98034,453000.0,15050,47.7203,-122.194,123401.29716981133,25440,WA
98106,367000.0,5500,47.5185,-122.363,73720.44241037375,13110,WA
98056,550000.0,5400,47.5204,-122.206,96429.90444069702,17790,WA
98031,273500.0,8314,47.4117,-122.209,66077.30182176268,20310,WA
98125,505000.0,7400,47.711,-122.306,89057.8125,21760,WA
98053,770000.0,40705,47.668,-122.063,207522.1335992024,10030,WA
98155,565000.0,7447,47.7514,-122.286,100578.83333333331,18000,WA
98077,316000.0,10092,47.7567,-122.073,228530.64516129033,6200,WA
98198,160000.0,7298,47.3706,-122.31,68652.78372591006,18680,WA
98198,170000.0,9529,47.4105,-122.295,68652.78372591006,18680,WA
98198,235000.0,9529,47.4105,-122.295,68652.78372591006,18680,WA
98005,1799000.0,39098,47.6399,-122.158,190921.91510365249,10130,WA
98034,310000.0,7050,47.7274,-122.202,123401.29716981133,25440,WA
98178,285000.0,13629,47.4866,-122.232,68004.76550680786,13220,WA
98117,280000.0,4920,47.6946,-122.362,141307.04301075268,18600,WA
98040,2298000.0,13860,47.59,-122.229,348292.80632411066,12650,WA
98075,763776.0,16139,47.5843,-122.06,240569.3245778612,10660,WA
98166,530000.0,13572,47.4393,-122.347,108241.8439716312,11280,WA
98019,362000.0,211576,47.7216,-121.883,131883.04195804195,5720,WA
98117,430000.0,4920,47.6939,-122.368,141307.04301075268,18600,WA
98117,456500.0,3880,47.6879,-122.392,141307.04301075268,18600,WA
98115,445000.0,5257,47.6999,-122.305,143828.72378243867,28130,WA
98034,386900.0,10500,47.7204,-122.196,123401.29716981133,25440,WA
98006,479000.0,13750,47.5771,-122.151,195929.04411764705,19040,WA
98065,525000.0,4544,47.5319,-121.867,162574.9271137026,6860,WA
98023,272000.0,10890,47.3224,-122.343,72238.51267137515,24070,WA
98125,517000.0,13500,47.7165,-122.308,89057.8125,21760,WA
98117,615000.0,7800,47.6993,-122.378,141307.04301075268,18600,WA
98008,439000.0,7030,47.6285,-122.118,156355.4321966693,12610,WA
98029,716000.0,7866,47.5622,-122.022,169932.61834319527,13520,WA
98118,308000.0,6250,47.5128,-122.251,82306.18225612205,24910,WA
98119,800000.0,4500,47.643,-122.361,190293.7363437728,13730,WA
98117,575000.0,5000,47.6771,-122.398,141307.04301075268,18600,WA
98042,219950.0,9310,47.3665,-122.107,85926.3877028181,23420,WA
98006,770000.0,8001,47.5478,-122.153,195929.04411764705,19040,WA
98034,424950.0,7505,47.7326,-122.194,123401.29716981133,25440,WA
98065,387000.0,45133,47.5124,-121.866,162574.9271137026,6860,WA
98155,790000.0,10920,47.7431,-122.286,100578.83333333331,18000,WA
98146,156000.0,4000,47.5065,-122.339,80281.9345661451,14060,WA
98118,580000.0,7000,47.5259,-122.261,82306.18225612205,24910,WA
98033,490000.0,10869,47.6715,-122.164,246130.3803803804,19980,WA
98144,950000.0,3650,47.5959,-122.291,109619.07340553548,16620,WA
98126,400000.0,1281,47.5659,-122.37,103219.01944209637,11830,WA
98133,325000.0,1638,47.7041,-122.351,77434.52474469757,25460,WA
98092,365000.0,6688,47.3314,-122.18,82218.24655095683,22470,WA
98002,255000.0,6000,47.3063,-122.223,50171.24925283921,16730,WA
98125,985000.0,13261,47.7246,-122.284,89057.8125,21760,WA
98115,595000.0,10722,47.6955,-122.301,143828.72378243867,28130,WA
98125,427500.0,7085,47.7318,-122.305,89057.8125,21760,WA
98112,728000.0,4000,47.6205,-122.291,331925.1974723539,12660,WA
98117,549950.0,4000,47.6898,-122.384,141307.04301075268,18600,WA
98125,650000.0,10501,47.7055,-122.315,89057.8125,21760,WA
98033,1125000.0,13394,47.6651,-122.19,246130.3803803804,19980,WA
98042,203000.0,6500,47.3637,-122.083,85926.3877028181,23420,WA
98118,311000.0,3300,47.5496,-122.279,82306.18225612205,24910,WA
98028,387500.0,7684,47.7705,-122.269,119463.84615384616,11700,WA
98155,370000.0,7200,47.7471,-122.324,100578.83333333331,18000,WA
98125,228000.0,6100,47.7317,-122.296,89057.8125,21760,WA
98117,740000.0,4800,47.6896,-122.362,141307.04301075268,18600,WA
98178,200000.0,6630,47.5077,-122.268,68004.76550680786,13220,WA
98103,660000.0,3500,47.6835,-122.347,126559.61222477816,30430,WA
98168,275000.0,8426,47.4806,-122.287,54356.1190738699,18140,WA
98199,708000.0,5250,47.6496,-122.392,195778.45884413313,11420,WA
98045,280000.0,9675,47.4639,-121.744,128982.49678249678,7770,WA
98042,325000.0,5702,47.3488,-122.151,85926.3877028181,23420,WA
98045,495000.0,47480,47.4723,-121.707,128982.49678249678,7770,WA
98119,691000.0,3810,47.6474,-122.362,190293.7363437728,13730,WA
98004,2288000.0,18362,47.6344,-122.214,334922.6645435244,18840,WA
98001,329500.0,22482,47.341,-122.265,76875.8559622196,16940,WA
98023,348000.0,7458,47.3045,-122.351,72238.51267137515,24070,WA
98125,425000.0,6212,47.7152,-122.282,89057.8125,21760,WA
98106,210000.0,21043,47.5515,-122.357,73720.44241037375,13110,WA
98126,285000.0,4895,47.5202,-122.373,103219.01944209637,11830,WA
98023,222000.0,8840,47.3074,-122.371,72238.51267137515,24070,WA
98092,200000.0,9600,47.2917,-122.188,82218.24655095683,22470,WA
98023,247500.0,8749,47.2974,-122.372,72238.51267137515,24070,WA
98058,1500000.0,217374,47.4302,-122.095,82944.60465116278,21500,WA
98146,190000.0,9452,47.4864,-122.337,80281.9345661451,14060,WA
98112,975000.0,4950,47.6467,-122.304,331925.1974723539,12660,WA
98105,1130000.0,4649,47.6583,-122.273,167435.148792813,17810,WA
98003,283200.0,12540,47.3348,-122.324,57296.97102721686,22780,WA
98177,650000.0,8073,47.7176,-122.36,184445.60229445505,10460,WA
98133,449500.0,6610,47.7703,-122.343,77434.52474469757,25460,WA
98034,400000.0,6682,47.7315,-122.226,123401.29716981133,25440,WA
98146,89950.0,4080,47.5098,-122.334,80281.9345661451,14060,WA
98146,158800.0,8291,47.5006,-122.334,80281.9345661451,14060,WA
98136,870000.0,7108,47.5437,-122.395,142535.06787330317,8840,WA
98001,196000.0,18568,47.2976,-122.271,76875.8559622196,16940,WA
98199,850000.0,8603,47.6536,-122.414,195778.45884413313,11420,WA
98052,775000.0,5101,47.6649,-122.08,167832.9569093611,33650,WA
98027,483500.0,4308,47.5307,-122.047,156580.6170355466,14910,WA
98019,387000.0,21929,47.767,-121.903,131883.04195804195,5720,WA
98155,900000.0,30869,47.7602,-122.278,100578.83333333331,18000,WA
98106,336000.0,5000,47.5659,-122.36,73720.44241037375,13110,WA
98118,415000.0,6000,47.561,-122.275,82306.18225612205,24910,WA
98133,380000.0,979,47.7145,-122.356,77434.52474469757,25460,WA
98112,350000.0,4400,47.6231,-122.292,331925.1974723539,12660,WA
98059,1320000.0,10369,47.5285,-122.135,115617.237743806,18970,WA
98199,765000.0,5800,47.6474,-122.412,195778.45884413313,11420,WA
98059,527000.0,6736,47.4954,-122.152,115617.237743806,18970,WA
98118,524000.0,5000,47.5502,-122.268,82306.18225612205,24910,WA
98115,448000.0,5413,47.6925,-122.32,143828.72378243867,28130,WA
98072,775000.0,241322,47.7302,-122.096,161856.97211155377,12550,WA
98032,176500.0,9900,47.3745,-122.231,59395.632444696545,17630,WA
98146,750000.0,11120,47.4954,-122.366,80281.9345661451,14060,WA
98112,1265000.0,6000,47.6362,-122.282,331925.1974723539,12660,WA
98146,250000.0,6750,47.505,-122.366,80281.9345661451,14060,WA
98122,759000.0,6390,47.6032,-122.285,114665.09046052632,24320,WA
98199,640000.0,4640,47.6398,-122.393,195778.45884413313,11420,WA
98115,990000.0,4182,47.6782,-122.311,143828.72378243867,28130,WA
98125,395000.0,7945,47.7326,-122.291,89057.8125,21760,WA
98133,275000.0,1103,47.7677,-122.315,77434.52474469757,25460,WA
98059,390000.0,4755,47.4956,-122.162,115617.237743806,18970,WA
98107,752500.0,4680,47.6612,-122.363,118844.46366782006,17340,WA
98107,450000.0,5000,47.6725,-122.396,118844.46366782006,17340,WA
98117,473000.0,5100,47.6804,-122.378,141307.04301075268,18600,WA
98045,178500.0,10450,47.4418,-121.772,128982.49678249678,7770,WA
98038,485000.0,59058,47.4052,-122.028,109980.16119032858,16130,WA
98023,215000.0,8415,47.2914,-122.368,72238.51267137515,24070,WA
98116,589000.0,4862,47.5747,-122.384,134899.4215938303,15560,WA
98028,325000.0,9993,47.7572,-122.228,119463.84615384616,11700,WA
98116,580000.0,1937,47.5903,-122.388,134899.4215938303,15560,WA
98198,181100.0,7500,47.4217,-122.333,68652.78372591006,18680,WA
98199,345000.0,4200,47.6462,-122.384,195778.45884413313,11420,WA
98125,781000.0,8729,47.7027,-122.282,89057.8125,21760,WA
98122,402500.0,3630,47.6135,-122.307,114665.09046052632,24320,WA
98106,426000.0,7200,47.5292,-122.348,73720.44241037375,13110,WA
98065,389000.0,4515,47.5426,-121.879,162574.9271137026,6860,WA
98027,670000.0,36171,47.4708,-122.015,156580.6170355466,14910,WA
98112,1506000.0,5800,47.6283,-122.312,331925.1974723539,12660,WA
98056,288400.0,3230,47.4915,-122.167,96429.90444069702,17790,WA
98103,700000.0,4635,47.682,-122.349,126559.61222477816,30430,WA
98199,830000.0,6000,47.6563,-122.401,195778.45884413313,11420,WA
98166,1899000.0,32044,47.4485,-122.369,108241.8439716312,11280,WA
98115,350500.0,6380,47.6924,-122.321,143828.72378243867,28130,WA
98166,431000.0,9000,47.4521,-122.36,108241.8439716312,11280,WA
98177,485000.0,8250,47.7767,-122.378,184445.60229445505,10460,WA
98117,780000.0,7500,47.7014,-122.381,141307.04301075268,18600,WA
98136,720000.0,9000,47.5281,-122.388,142535.06787330317,8840,WA
98072,415000.0,73616,47.7528,-122.119,161856.97211155377,12550,WA
98117,480000.0,5500,47.6838,-122.386,141307.04301075268,18600,WA
98028,452250.0,10000,47.77,-122.259,119463.84615384616,11700,WA
98023,316000.0,8170,47.311,-122.345,72238.51267137515,24070,WA
98178,700000.0,17635,47.5117,-122.248,68004.76550680786,13220,WA
98118,285000.0,5500,47.5183,-122.265,82306.18225612205,24910,WA
98115,575000.0,4050,47.6782,-122.314,143828.72378243867,28130,WA
98166,590000.0,12430,47.435,-122.347,108241.8439716312,11280,WA
98166,587500.0,20868,47.431,-122.338,108241.8439716312,11280,WA
98155,364000.0,10270,47.7612,-122.31,100578.83333333331,18000,WA
98074,490000.0,10190,47.6478,-122.061,236032.49211356463,12680,WA
98027,410000.0,36704,47.4688,-122.013,156580.6170355466,14910,WA
98029,520000.0,4297,47.5476,-122.012,169932.61834319527,13520,WA
98133,389000.0,6591,47.7164,-122.351,77434.52474469757,25460,WA
98119,450000.0,6000,47.6531,-122.373,190293.7363437728,13730,WA
98031,325000.0,4240,47.3986,-122.169,66077.30182176268,20310,WA
98103,660000.0,5000,47.6631,-122.337,126559.61222477816,30430,WA
98136,850000.0,8170,47.5363,-122.385,142535.06787330317,8840,WA
98042,285000.0,9874,47.3794,-122.113,85926.3877028181,23420,WA
98107,395000.0,3121,47.6659,-122.369,118844.46366782006,17340,WA
98103,440000.0,2401,47.6545,-122.348,126559.61222477816,30430,WA
98056,249000.0,5648,47.5133,-122.196,96429.90444069702,17790,WA
98105,635000.0,4400,47.6621,-122.288,167435.148792813,17810,WA
98001,515000.0,48993,47.2609,-122.27,76875.8559622196,16940,WA
98112,1400000.0,6073,47.6332,-122.29,331925.1974723539,12660,WA
98166,200000.0,8100,47.4572,-122.351,108241.8439716312,11280,WA
98136,1135000.0,8103,47.5232,-122.383,142535.06787330317,8840,WA
98126,445000.0,4600,47.566,-122.38,103219.01944209637,11830,WA
98117,555000.0,4200,47.6782,-122.361,141307.04301075268,18600,WA
98116,537000.0,6413,47.5734,-122.395,134899.4215938303,15560,WA
98055,315000.0,7500,47.4629,-122.187,67556.14320585842,12290,WA
98075,805000.0,7266,47.5862,-122.054,240569.3245778612,10660,WA
98023,414000.0,9030,47.3198,-122.386,72238.51267137515,24070,WA
98144,375000.0,1648,47.5916,-122.293,109619.07340553548,16620,WA
98125,401000.0,12523,47.707,-122.316,89057.8125,21760,WA
98198,210000.0,4583,47.4231,-122.329,68652.78372591006,18680,WA
98115,365000.0,5110,47.7002,-122.314,143828.72378243867,28130,WA
98178,178000.0,18200,47.4938,-122.262,68004.76550680786,13220,WA
98112,710000.0,4000,47.6405,-122.301,331925.1974723539,12660,WA
98146,255000.0,7980,47.489,-122.337,80281.9345661451,14060,WA
98077,528000.0,38009,47.7653,-122.077,228530.64516129033,6200,WA
98092,537000.0,26040,47.263,-122.216,82218.24655095683,22470,WA
98116,442000.0,6110,47.5755,-122.396,134899.4215938303,15560,WA
98014,375000.0,19550,47.7002,-121.912,130497.25274725274,3640,WA
98052,637250.0,3220,47.6662,-122.083,167832.9569093611,33650,WA
98136,427500.0,7200,47.5142,-122.389,142535.06787330317,8840,WA
98053,700000.0,89298,47.6624,-122.01,207522.1335992024,10030,WA
98116,680000.0,5750,47.5843,-122.385,134899.4215938303,15560,WA
98115,393820.0,8251,47.6873,-122.291,143828.72378243867,28130,WA
98108,525000.0,7200,47.5631,-122.317,68213.53082465973,12490,WA
98117,505000.0,3816,47.679,-122.368,141307.04301075268,18600,WA
98033,555565.0,11337,47.6602,-122.188,246130.3803803804,19980,WA
98177,650000.0,10819,47.7045,-122.379,184445.60229445505,10460,WA
98065,632500.0,7254,47.5444,-121.881,162574.9271137026,6860,WA
98038,269000.0,3800,47.3606,-122.039,109980.16119032858,16130,WA
98034,405000.0,7716,47.7301,-122.223,123401.29716981133,25440,WA
98077,845000.0,15745,47.7262,-122.06,228530.64516129033,6200,WA
98032,234000.0,8820,47.3608,-122.29,59395.632444696545,17630,WA
98107,638000.0,4236,47.6692,-122.399,118844.46366782006,17340,WA
98045,290000.0,10950,47.4678,-121.745,128982.49678249678,7770,WA
98022,262000.0,12981,47.2082,-121.995,85594.3294329433,11110,WA
98042,270000.0,5835,47.3494,-122.153,85926.3877028181,23420,WA
98117,875000.0,4876,47.6822,-122.4,141307.04301075268,18600,WA
98032,299000.0,7840,47.3631,-122.276,59395.632444696545,17630,WA
98027,551000.0,6000,47.5286,-122.032,156580.6170355466,14910,WA
98166,350000.0,5280,47.4486,-122.353,108241.8439716312,11280,WA
98004,1901000.0,13367,47.6501,-122.217,334922.6645435244,18840,WA
98117,511718.0,5000,47.6787,-122.363,141307.04301075268,18600,WA
98027,965000.0,49222,47.5489,-122.092,156580.6170355466,14910,WA
98011,475000.0,4673,47.7539,-122.219,111194.55782312925,13230,WA
98117,1062000.0,4000,47.6797,-122.359,141307.04301075268,18600,WA
98070,252000.0,15450,47.4408,-122.461,115425.5009107468,5490,WA
98166,580000.0,13700,47.4388,-122.339,108241.8439716312,11280,WA
98144,374950.0,1172,47.5877,-122.316,109619.07340553548,16620,WA
98056,739000.0,9900,47.5135,-122.2,96429.90444069702,17790,WA
98031,271000.0,7200,47.3967,-122.174,66077.30182176268,20310,WA
98168,230000.0,7550,47.4866,-122.303,54356.1190738699,18140,WA
98023,210000.0,9150,47.3239,-122.35,72238.51267137515,24070,WA
98166,350000.0,5700,47.4563,-122.348,108241.8439716312,11280,WA
98034,491500.0,12000,47.7256,-122.166,123401.29716981133,25440,WA
98045,325000.0,9825,47.4639,-121.744,128982.49678249678,7770,WA
98038,190000.0,7625,47.3635,-122.045,109980.16119032858,16130,WA
98117,658600.0,4690,47.6826,-122.378,141307.04301075268,18600,WA
98168,299950.0,8951,47.473,-122.328,54356.1190738699,18140,WA
98122,464000.0,3000,47.6028,-122.298,114665.09046052632,24320,WA
98168,308000.0,18144,47.5027,-122.33,54356.1190738699,18140,WA
98033,625000.0,7650,47.6795,-122.202,246130.3803803804,19980,WA
98032,240000.0,9450,47.3729,-122.295,59395.632444696545,17630,WA
98042,530000.0,35996,47.3401,-122.067,85926.3877028181,23420,WA
98006,1000000.0,8944,47.5488,-122.197,195929.04411764705,19040,WA
98122,439000.0,2400,47.6178,-122.299,114665.09046052632,24320,WA
98133,575000.0,6200,47.7013,-122.35,77434.52474469757,25460,WA
98155,418000.0,7238,47.7629,-122.315,100578.83333333331,18000,WA
98004,1208000.0,10949,47.639,-122.219,334922.6645435244,18840,WA
98119,1100000.0,3200,47.643,-122.359,190293.7363437728,13730,WA
98112,1900000.0,8550,47.6387,-122.284,331925.1974723539,12660,WA
98072,580000.0,40278,47.733,-122.09,161856.97211155377,12550,WA
98126,380000.0,7372,47.5285,-122.378,103219.01944209637,11830,WA
98055,256000.0,5375,47.4858,-122.202,67556.14320585842,12290,WA
98125,349950.0,7066,47.7127,-122.325,89057.8125,21760,WA
98115,691500.0,7200,47.6944,-122.274,143828.72378243867,28130,WA
98105,556000.0,2500,47.6668,-122.299,167435.148792813,17810,WA
98023,218000.0,7084,47.3146,-122.384,72238.51267137515,24070,WA
98108,425000.0,4500,47.5552,-122.311,68213.53082465973,12490,WA
98014,935000.0,38509,47.693,-121.868,130497.25274725274,3640,WA
98006,732000.0,11300,47.5728,-122.163,195929.04411764705,19040,WA
98004,805500.0,10330,47.6245,-122.193,334922.6645435244,18840,WA
98126,507250.0,5750,47.5659,-122.38,103219.01944209637,11830,WA
98053,800000.0,67369,47.6417,-121.992,207522.1335992024,10030,WA
98008,600000.0,8276,47.6068,-122.112,156355.4321966693,12610,WA
98074,627800.0,12044,47.6446,-122.068,236032.49211356463,12680,WA
98115,660000.0,6000,47.6739,-122.323,143828.72378243867,28130,WA
98003,153503.0,3649,47.3241,-122.322,57296.97102721686,22780,WA
98034,456500.0,9163,47.7334,-122.167,123401.29716981133,25440,WA
98004,1306000.0,8100,47.6341,-122.208,334922.6645435244,18840,WA
98052,843500.0,11448,47.7126,-122.104,167832.9569093611,33650,WA
98103,625000.0,4080,47.667,-122.333,126559.61222477816,30430,WA
98105,527000.0,4080,47.6645,-122.326,167435.148792813,17810,WA
98004,1965000.0,13738,47.6203,-122.212,334922.6645435244,18840,WA
98005,1003000.0,50094,47.6387,-122.177,190921.91510365249,10130,WA
98117,855000.0,5300,47.6786,-122.367,141307.04301075268,18600,WA
98059,725000.0,27591,47.5157,-122.116,115617.237743806,18970,WA
98126,315000.0,7200,47.5249,-122.373,103219.01944209637,11830,WA
98001,180000.0,16000,47.28,-122.257,76875.8559622196,16940,WA
98136,700000.0,5000,47.5333,-122.388,142535.06787330317,8840,WA
98033,476500.0,8625,47.6615,-122.179,246130.3803803804,19980,WA
98148,193000.0,9048,47.4327,-122.328,62004.2750929368,5380,WA
98030,295000.0,6663,47.3618,-122.195,58244.88505747126,17400,WA
98136,363000.0,4880,47.5483,-122.394,142535.06787330317,8840,WA
98077,875000.0,21794,47.7121,-122.072,228530.64516129033,6200,WA
98002,257200.0,8250,47.3066,-122.209,50171.24925283921,16730,WA
98008,555000.0,11250,47.6371,-122.119,156355.4321966693,12610,WA
98022,380000.0,15559,47.1559,-121.646,85594.3294329433,11110,WA
98023,282000.0,7330,47.3061,-122.359,72238.51267137515,24070,WA
98115,545000.0,6034,47.6952,-122.323,143828.72378243867,28130,WA
98115,550000.0,5000,47.6779,-122.294,143828.72378243867,28130,WA
98115,921500.0,5000,47.6779,-122.294,143828.72378243867,28130,WA
98112,885000.0,2880,47.6308,-122.312,331925.1974723539,12660,WA
98119,820000.0,6660,47.6503,-122.368,190293.7363437728,13730,WA
98056,289000.0,7315,47.494,-122.165,96429.90444069702,17790,WA
98116,334000.0,5750,47.5624,-122.394,134899.4215938303,15560,WA
98010,206000.0,5233,47.3106,-121.999,113159.4982078853,2790,WA
98115,491950.0,10733,47.6971,-122.281,143828.72378243867,28130,WA
98024,430000.0,7770,47.5253,-121.93,152393.75,2560,WA
98042,208000.0,7995,47.3684,-122.092,85926.3877028181,23420,WA
98023,245000.0,6390,47.3174,-122.366,72238.51267137515,24070,WA
98117,426000.0,2500,47.6776,-122.361,141307.04301075268,18600,WA
98059,400000.0,3742,47.4787,-122.129,115617.237743806,18970,WA
98115,553000.0,5100,47.6837,-122.291,143828.72378243867,28130,WA
98117,296000.0,4680,47.6919,-122.371,141307.04301075268,18600,WA
98042,428000.0,32660,47.3321,-122.105,85926.3877028181,23420,WA
98106,325000.0,6156,47.551,-122.356,73720.44241037375,13110,WA
98133,294000.0,6366,47.7512,-122.34,77434.52474469757,25460,WA
98059,410000.0,8424,47.5116,-122.161,115617.237743806,18970,WA
98003,590000.0,57514,47.2843,-122.294,57296.97102721686,22780,WA
98029,445000.0,4050,47.5669,-122.017,169932.61834319527,13520,WA
98122,921000.0,5362,47.6044,-122.284,114665.09046052632,24320,WA
98045,496000.0,37616,47.4777,-121.763,128982.49678249678,7770,WA
98198,95000.0,8550,47.4075,-122.294,68652.78372591006,18680,WA
98126,359000.0,6396,47.5378,-122.369,103219.01944209637,11830,WA
98045,452500.0,88426,47.4828,-121.718,128982.49678249678,7770,WA
98116,555000.0,6200,47.559,-122.397,134899.4215938303,15560,WA
98042,549900.0,42316,47.3488,-122.095,85926.3877028181,23420,WA
98155,569000.0,10583,47.7589,-122.277,100578.83333333331,18000,WA
98058,318500.0,7350,47.4562,-122.158,82944.60465116278,21500,WA
98112,487028.0,1093,47.6192,-122.299,331925.1974723539,12660,WA
98032,240000.0,7560,47.3784,-122.303,59395.632444696545,17630,WA
98030,253000.0,9806,47.3857,-122.212,58244.88505747126,17400,WA
98198,380000.0,38125,47.3937,-122.323,68652.78372591006,18680,WA
98092,250000.0,16828,47.3009,-122.125,82218.24655095683,22470,WA
98092,368500.0,19141,47.3103,-122.199,82218.24655095683,22470,WA
98022,340000.0,27586,47.1986,-121.967,85594.3294329433,11110,WA
98136,400000.0,4000,47.5427,-122.388,142535.06787330317,8840,WA
98117,835000.0,4625,47.68,-122.399,141307.04301075268,18600,WA
98023,299000.0,7062,47.3061,-122.36,72238.51267137515,24070,WA
98102,1675000.0,6600,47.6458,-122.32,153812.87655050206,16930,WA
98092,265000.0,5706,47.3156,-122.188,82218.24655095683,22470,WA
98059,437500.0,7513,47.4956,-122.161,115617.237743806,18970,WA
98199,865000.0,4725,47.657,-122.394,195778.45884413313,11420,WA
98029,626000.0,7200,47.5709,-122.018,169932.61834319527,13520,WA
98144,247300.0,1118,47.596,-122.311,109619.07340553548,16620,WA
98004,2075000.0,20377,47.5954,-122.206,334922.6645435244,18840,WA
98108,425000.0,6000,47.5448,-122.32,68213.53082465973,12490,WA
98008,905000.0,10200,47.6134,-122.112,156355.4321966693,12610,WA
98117,641250.0,2550,47.6963,-122.393,141307.04301075268,18600,WA
98027,675000.0,9679,47.5631,-122.085,156580.6170355466,14910,WA
98045,845000.0,115434,47.4843,-121.752,128982.49678249678,7770,WA
98133,401500.0,8400,47.7627,-122.353,77434.52474469757,25460,WA
98052,395000.0,3755,47.6825,-122.097,167832.9569093611,33650,WA
98040,1100000.0,18050,47.5773,-122.226,348292.80632411066,12650,WA
98168,145000.0,5490,47.4762,-122.293,54356.1190738699,18140,WA
98117,900000.0,3825,47.6803,-122.387,141307.04301075268,18600,WA
98034,374500.0,8636,47.7289,-122.203,123401.29716981133,25440,WA
98005,850000.0,10451,47.6044,-122.168,190921.91510365249,10130,WA
98116,490000.0,5750,47.5689,-122.393,134899.4215938303,15560,WA
98003,304000.0,6773,47.2635,-122.312,57296.97102721686,22780,WA
98133,400000.0,7200,47.7648,-122.33,77434.52474469757,25460,WA
98011,454000.0,10000,47.7661,-122.205,111194.55782312925,13230,WA
98118,160000.0,4750,47.5293,-122.272,82306.18225612205,24910,WA
98052,542000.0,8030,47.67,-122.155,167832.9569093611,33650,WA
98166,403500.0,17300,47.4468,-122.341,108241.8439716312,11280,WA
98038,418000.0,8471,47.3671,-122.029,109980.16119032858,16130,WA
98198,406000.0,6000,47.4029,-122.321,68652.78372591006,18680,WA
98198,242500.0,10000,47.3814,-122.322,68652.78372591006,18680,WA
98058,425000.0,5440,47.448,-122.121,82944.60465116278,21500,WA
98103,613000.0,4815,47.667,-122.336,126559.61222477816,30430,WA
98045,189000.0,11481,47.4493,-121.777,128982.49678249678,7770,WA
98125,700000.0,9450,47.7061,-122.307,89057.8125,21760,WA
98103,750000.0,6516,47.6693,-122.339,126559.61222477816,30430,WA
98115,494000.0,4650,47.6877,-122.325,143828.72378243867,28130,WA
98075,700000.0,7778,47.5972,-122.018,240569.3245778612,10660,WA
98077,705000.0,5580,47.7203,-122.024,228530.64516129033,6200,WA
98072,356000.0,16470,47.7409,-122.089,161856.97211155377,12550,WA
98052,625000.0,12558,47.6659,-122.144,167832.9569093611,33650,WA
98198,144975.0,7500,47.4177,-122.319,68652.78372591006,18680,WA
98029,970000.0,5906,47.5426,-121.995,169932.61834319527,13520,WA
98072,415000.0,12596,47.7399,-122.099,161856.97211155377,12550,WA
98034,485000.0,7048,47.7306,-122.227,123401.29716981133,25440,WA
98052,799950.0,11769,47.6993,-122.118,167832.9569093611,33650,WA
98077,783350.0,35001,47.7231,-122.038,228530.64516129033,6200,WA
98109,430000.0,1362,47.6342,-122.342,157746.25126646404,19740,WA
98112,2544750.0,13431,47.6306,-122.288,331925.1974723539,12660,WA
98053,975000.0,43386,47.6915,-122.053,207522.1335992024,10030,WA
98004,950000.0,8050,47.6304,-122.218,334922.6645435244,18840,WA
98177,350000.0,8157,47.7256,-122.361,184445.60229445505,10460,WA
98125,637000.0,7510,47.7097,-122.305,89057.8125,21760,WA
98059,895000.0,105415,47.4806,-122.152,115617.237743806,18970,WA
98118,579000.0,7200,47.5658,-122.276,82306.18225612205,24910,WA
98003,314900.0,27072,47.2877,-122.293,57296.97102721686,22780,WA
98022,122000.0,6000,47.2109,-121.985,85594.3294329433,11110,WA
98103,405000.0,3000,47.6868,-122.349,126559.61222477816,30430,WA
98112,553650.0,1349,47.6254,-122.292,331925.1974723539,12660,WA
98126,369900.0,1853,47.5472,-122.371,103219.01944209637,11830,WA
98001,225000.0,24829,47.2718,-122.291,76875.8559622196,16940,WA
98178,160000.0,9350,47.4889,-122.259,68004.76550680786,13220,WA
98038,449500.0,199940,47.4116,-122.029,109980.16119032858,16130,WA
98004,650000.0,8266,47.6337,-122.199,334922.6645435244,18840,WA
98077,542126.0,43088,47.7661,-122.071,228530.64516129033,6200,WA
98045,309950.0,15606,47.4752,-121.755,128982.49678249678,7770,WA
98001,115000.0,16524,47.2841,-122.255,76875.8559622196,16940,WA
98032,221700.0,20000,47.3891,-122.282,59395.632444696545,17630,WA
98107,726000.0,3880,47.6642,-122.362,118844.46366782006,17340,WA
98116,515000.0,5733,47.5709,-122.388,134899.4215938303,15560,WA
98006,756000.0,10753,47.5414,-122.133,195929.04411764705,19040,WA
98112,1570000.0,5850,47.633,-122.283,331925.1974723539,12660,WA
98074,442000.0,12007,47.6259,-122.051,236032.49211356463,12680,WA
98031,260000.0,7992,47.395,-122.176,66077.30182176268,20310,WA
98102,390000.0,2723,47.6357,-122.322,153812.87655050206,16930,WA
98117,459500.0,3825,47.6805,-122.38,141307.04301075268,18600,WA
98155,330000.0,8000,47.772,-122.322,100578.83333333331,18000,WA
98168,189000.0,7128,47.4873,-122.324,54356.1190738699,18140,WA
